Customer Name,Invoice No.,Invoice Date,Invoice Type,Currency,Item No.,Item Name,Unit,Qty,Price,Gross Amount(Specific),"Tax
(Specific)",Discount,Net Amount(Specific),Net Amount(Base)
Denso India Ltd.,SI000165,09-04-2015,DIRECT INVOICE,INR,CU1.22MCFINEPT-90,CU1.22MCFINEPT-90,KG,170.220,484.920,82543.082,14961.000,0.000,97504.082,97504.082
Denso India Ltd.,SI000177,09-04-2015,DIRECT INVOICE,INR,CU1DCFINEPT90,CU1DCFINEPT90,KG,502.635,462.920,232679.794,42174.000,0.000,274853.794,274853.794
Denso India Ltd.,SI000178,09-04-2015,DIRECT INVOICE,INR,CU1.9MPMEDPT-180,CU1.9MPMEDPT-180,KG,415.360,456.920,189786.291,34398.000,0.000,224184.291,224184.291
Denso India Ltd.,SI000187,10-04-2015,DIRECT INVOICE,INR,CU0.6MPFINEPT-90,CU0.6MPFINEPT-90,KG,79.210,453.920,35955.003,6516.000,0.000,42471.003,42471.003
Denso India Ltd.,SI000188,10-04-2015,DIRECT INVOICE,INR,CU0.7MPMEDPT-90,CU0.7MPMEDPT-90,KG,393.085,453.920,178429.143,32340.000,0.000,210769.143,210769.143
Denso India Ltd.,SI000189,10-04-2015,DIRECT INVOICE,INR,CU0.78DCFINEPT-90,CU0.78DCFINEPT-90,KG,81.570,464.920,37923.524,6874.000,0.000,44797.524,44797.524
Denso India Ltd.,SI000190,10-04-2015,DIRECT INVOICE,INR,CU0.8DCFINEPT-90,CU0.8DCFINEPT-90,KG,324.535,464.920,150882.812,27347.000,0.000,178229.812,178229.812
Denso India Ltd.,SI000191,10-04-2015,DIRECT INVOICE,INR,CU0.83DCFINEPT-90,CU0.83DCFINEPT-90,KG,561.005,464.920,260822.445,47274.000,0.000,308096.445,308096.445
Denso India Ltd.,SI000192,10-04-2015,DIRECT INVOICE,INR,CU0.85DCMEDPT-90,CU0.85DCMEDPT-90,KG,325.990,464.920,151559.271,27470.000,0.000,179029.271,179029.271
Denso India Ltd.,SI000193,10-04-2015,DIRECT INVOICE,INR,CU0.9MPFINEPT-90,CU0.9MPFINEPT-90,KG,305.395,453.920,138624.898,25126.000,0.000,163750.898,163750.898
Denso India Ltd.,SI000194,10-04-2015,DIRECT INVOICE,INR,CU0.9DCMEDPT-90,CU0.9DCMEDPT-90,KG,1101.895,463.920,511191.128,92654.000,0.000,603845.128,603845.128
Denso India Ltd.,SI000195,10-04-2015,DIRECT INVOICE,INR,CU1DCMEDPT-90,CU1DCMEDPT-90,KG,497.025,463.920,230579.838,41792.000,0.000,272371.838,272371.838
Denso India Ltd.,SI000196,10-04-2015,DIRECT INVOICE,INR,CU1DCFINEPT90,CU1DCFINEPT90,KG,498.580,462.920,230802.654,41833.000,0.000,272635.654,272635.654
Denso India Ltd.,SI000197,10-04-2015,DIRECT INVOICE,INR,CU1.05DCMEDPT-90,CU1.05DCMEDPT-90,KG,419.695,463.920,194704.904,35290.000,0.000,229994.904,229994.904
Denso India Ltd.,SI000198,10-04-2015,DIRECT INVOICE,INR,CU1.22MCFINEPT-90,CU1.22MCFINEPT-90,KG,85.245,484.920,41337.005,7492.000,0.000,48829.005,48829.005
Denso India Ltd.,SI000199,10-04-2015,DIRECT INVOICE,INR,CU1.3MCFINEPT-180,CU1.3MCFINEPT-180,KG,142.740,484.920,69217.481,12546.000,0.000,81763.481,81763.481
Denso India Ltd.,SI000200,10-04-2015,DIRECT INVOICE,INR,CU1.9MPMEDPT-180,CU1.9MPMEDPT-180,KG,479.340,456.920,219020.033,39698.000,0.000,258718.033,258718.033
Denso India Ltd.,SI000224,11-04-2015,DIRECT INVOICE,INR,CU0.6MPFINEPT-90,CU0.6MPFINEPT-90,KG,137.620,453.920,62468.470,11323.000,0.000,73791.470,73791.470
Denso India Ltd.,SI000225,11-04-2015,DIRECT INVOICE,INR,CU0.7MPMEDPT-90,CU0.7MPMEDPT-90,KG,391.545,453.920,177730.110,32213.000,0.000,209943.110,209943.110
Denso India Ltd.,SI000226,11-04-2015,DIRECT INVOICE,INR,CU0.78DCFINEPT-90,CU0.78DCFINEPT-90,KG,151.395,464.920,70386.560,12757.000,0.000,83143.560,83143.560
Denso India Ltd.,SI000227,11-04-2015,DIRECT INVOICE,INR,CU0.8DCFINEPT-90,CU0.8DCFINEPT-90,KG,403.530,464.920,187609.170,34004.000,0.000,221613.170,221613.170
Denso India Ltd.,SI000228,11-04-2015,DIRECT INVOICE,INR,CU0.83DCFINEPT-90,CU0.83DCFINEPT-90,KG,727.680,464.920,338312.990,61319.000,0.000,399631.990,399631.990
Denso India Ltd.,SI000229,11-04-2015,DIRECT INVOICE,INR,CU0.85DCMEDPT-90,CU0.85DCMEDPT-90,KG,407.195,464.920,189313.100,34313.000,0.000,223626.100,223626.100
Denso India Ltd.,SI000230,11-04-2015,DIRECT INVOICE,INR,CU0.9MPFINEPT-90,CU0.9MPFINEPT-90,KG,160.320,453.920,72772.450,13191.000,0.000,85963.450,85963.450
Denso India Ltd.,SI000231,11-04-2015,DIRECT INVOICE,INR,CU0.9DCMEDPT-90,CU0.9DCMEDPT-90,KG,1105.945,463.920,513070.000,92994.000,0.000,606064.000,606064.000
Denso India Ltd.,SI000232,11-04-2015,DIRECT INVOICE,INR,CU1.05DCMEDPT-90,CU1.05DCMEDPT-90,KG,256.435,463.920,118965.330,21562.000,0.000,140527.330,140527.330
Denso India Ltd.,SI000233,11-04-2015,DIRECT INVOICE,INR,CU1.22MCFINEPT-90,CU1.22MCFINEPT-90,KG,169.595,484.920,82240.010,14906.000,0.000,97146.010,97146.010
Denso India Ltd.,SI000234,11-04-2015,DIRECT INVOICE,INR,CU1DCMEDPT-90,CU1DCMEDPT-90,KG,504.710,463.920,234145.060,42439.000,0.000,276584.060,276584.060
Denso India Ltd.,SI000235,11-04-2015,DIRECT INVOICE,INR,CU1DCFINEPT90,CU1DCFINEPT90,KG,498.730,462.920,230872.090,41845.000,0.000,272717.090,272717.090
Denso India Ltd.,SI000236,11-04-2015,DIRECT INVOICE,INR,CU1.3MCFINEPT-180,CU1.3MCFINEPT-180,KG,164.160,484.920,79604.470,14429.000,0.000,94033.470,94033.470
Denso India Ltd.,SI000237,11-04-2015,DIRECT INVOICE,INR,CU1.9MPMEDPT-180,CU1.9MPMEDPT-180,KG,1186.900,456.920,542318.350,98295.000,0.000,640613.350,640613.350
Denso India Ltd.,SI000257,13-04-2015,DIRECT INVOICE,INR,CU0.7MPMEDPT-90,CU0.7MPMEDPT-90,KG,709.005,453.920,321831.550,58332.000,0.000,380163.550,380163.550
Denso India Ltd.,SI000258,13-04-2015,DIRECT INVOICE,INR,CU0.85DCMEDPT-90,CU0.85DCMEDPT-90,KG,582.820,464.920,270964.674,49112.000,0.000,320076.674,320076.674
Denso India Ltd.,SI000259,13-04-2015,DIRECT INVOICE,INR,CU1DCFINEPT90,CU1DCFINEPT90,KG,1001.090,462.920,463424.583,83996.000,0.000,547420.583,547420.583
Denso India Ltd.,SI000293,15-04-2015,DIRECT INVOICE,INR,CU0.6MPFINEPT-90,CU0.6MPFINEPT-90,KG,79.670,453.920,36163.806,6554.000,0.000,42717.806,42717.806
Denso India Ltd.,SI000294,15-04-2015,DIRECT INVOICE,INR,CU0.7MPMEDPT-90,CU0.7MPMEDPT-90,KG,473.630,453.920,214990.130,38968.000,0.000,253958.130,253958.130
Denso India Ltd.,SI000295,15-04-2015,DIRECT INVOICE,INR,CU0.78DCFINEPT-90,CU0.78DCFINEPT-90,KG,81.575,464.920,37925.849,6875.000,0.000,44800.849,44800.849
Denso India Ltd.,SI000296,15-04-2015,DIRECT INVOICE,INR,CU0.83DCFINEPT-90,CU0.83DCFINEPT-90,KG,586.995,464.920,272905.715,49464.000,0.000,322369.715,322369.715
Denso India Ltd.,SI000297,15-04-2015,DIRECT INVOICE,INR,CU0.85DCMEDPT-90,CU0.85DCMEDPT-90,KG,338.820,464.920,157524.194,28552.000,0.000,186076.194,186076.194
Denso India Ltd.,SI000298,15-04-2015,DIRECT INVOICE,INR,CU0.9MPFINEPT-90,CU0.9MPFINEPT-90,KG,99.340,453.920,45092.413,8173.000,0.000,53265.413,53265.413
Denso India Ltd.,SI000299,15-04-2015,DIRECT INVOICE,INR,CU0.9DCMEDPT-90,CU0.9DCMEDPT-90,KG,826.920,463.920,383624.726,69532.000,0.000,453156.726,453156.726
Denso India Ltd.,SI000300,15-04-2015,DIRECT INVOICE,INR,CU1DCFINEPT90,CU1DCFINEPT90,KG,498.150,462.920,230603.598,41796.000,0.000,272399.598,272399.598
Denso India Ltd.,SI000301,15-04-2015,DIRECT INVOICE,INR,CU1.05DCMEDPT-90,CU1.05DCMEDPT-90,KG,236.980,463.920,109939.762,19926.000,0.000,129865.762,129865.762
Denso India Ltd.,SI000302,15-04-2015,DIRECT INVOICE,INR,CU1.3MCFINEPT-180,CU1.3MCFINEPT-180,KG,735.400,484.920,356610.168,64635.000,0.000,421245.168,421245.168
Denso India Ltd.,SI000303,15-04-2015,DIRECT INVOICE,INR,CU1.9MPMEDPT-180,CU1.9MPMEDPT-180,KG,686.420,456.920,313639.026,56847.000,0.000,370486.026,370486.026
Denso India Ltd.,SI000323,16-04-2015,DIRECT INVOICE,INR,CU0.6MPFINEPT-90,CU0.6MPFINEPT-90,KG,159.180,453.920,72254.986,13096.000,0.000,85350.986,85350.986
Denso India Ltd.,SI000324,16-04-2015,DIRECT INVOICE,INR,CU0.7MPMEDPT-90,CU0.7MPMEDPT-90,KG,311.250,453.920,141282.600,25607.000,0.000,166889.600,166889.600
Denso India Ltd.,SI000325,16-04-2015,DIRECT INVOICE,INR,CU0.83DCFINEPT-90,CU0.83DCFINEPT-90,KG,668.790,464.920,310933.847,56357.000,0.000,367290.847,367290.847
Denso India Ltd.,SI000326,16-04-2015,DIRECT INVOICE,INR,CU0.85DCMEDPT-90,CU0.85DCMEDPT-90,KG,337.680,464.920,156994.186,28455.000,0.000,185449.186,185449.186
Denso India Ltd.,SI000327,16-04-2015,DIRECT INVOICE,INR,CU0.9DCMEDPT-90,CU0.9DCMEDPT-90,KG,838.535,463.920,389013.157,70509.000,0.000,459522.157,459522.157
Denso India Ltd.,SI000328,16-04-2015,DIRECT INVOICE,INR,CU1DCFINEPT90,CU1DCFINEPT90,KG,502.290,462.920,232520.087,42144.000,0.000,274664.087,274664.087
Denso India Ltd.,SI000329,16-04-2015,DIRECT INVOICE,INR,CU1.05DCMEDPT-90,CU1.05DCMEDPT-90,KG,254.955,463.920,118278.724,21439.000,0.000,139717.724,139717.724
Denso India Ltd.,SI000330,16-04-2015,DIRECT INVOICE,INR,CU1.22MCFINEPT-90,CU1.22MCFINEPT-90,KG,327.785,484.920,158949.502,28810.000,0.000,187759.502,187759.502
Denso India Ltd.,SI000331,16-04-2015,DIRECT INVOICE,INR,CU1.9MPMEDPT-180,CU1.9MPMEDPT-180,KG,562.880,456.920,257191.130,46616.000,0.000,303807.130,303807.130
Denso India Ltd.,SI000343,17-04-2015,DIRECT INVOICE,INR,CU0.6MPFINEPT-90,CU0.6MPFINEPT-90,KG,76.130,453.920,34556.930,6264.000,0.000,40820.930,40820.930
Denso India Ltd.,SI000344,17-04-2015,DIRECT INVOICE,INR,CU0.7MPMEDPT-90,CU0.7MPMEDPT-90,KG,388.040,453.920,176139.117,31925.000,0.000,208064.117,208064.117
Denso India Ltd.,SI000345,17-04-2015,DIRECT INVOICE,INR,CU0.78DCFINEPT-90,CU0.78DCFINEPT-90,KG,81.535,464.920,37907.252,6870.000,0.000,44777.252,44777.252
Denso India Ltd.,SI000346,17-04-2015,DIRECT INVOICE,INR,CU0.8DCFINEPT-90,CU0.8DCFINEPT-90,KG,324.730,464.920,150973.472,27364.000,0.000,178337.472,178337.472
Denso India Ltd.,SI000347,17-04-2015,DIRECT INVOICE,INR,CU0.83DCFINEPT-90,CU0.83DCFINEPT-90,KG,753.380,464.920,350261.430,63485.000,0.000,413746.430,413746.430
Denso India Ltd.,SI000348,17-04-2015,DIRECT INVOICE,INR,CU0.85DCMEDPT-90,CU0.85DCMEDPT-90,KG,422.485,464.920,196421.726,35602.000,0.000,232023.726,232023.726
Denso India Ltd.,SI000349,17-04-2015,DIRECT INVOICE,INR,CU0.9DCMEDPT-90,CU0.9DCMEDPT-90,KG,853.815,463.920,396101.855,71794.000,0.000,467895.855,467895.855
Denso India Ltd.,SI000350,17-04-2015,DIRECT INVOICE,INR,CU1DCFINEPT90,CU1DCFINEPT90,KG,506.400,462.920,234422.688,42489.000,0.000,276911.688,276911.688
Denso India Ltd.,SI000351,17-04-2015,DIRECT INVOICE,INR,CU1.05DCMEDPT-90,CU1.05DCMEDPT-90,KG,255.730,463.920,118638.262,21504.000,0.000,140142.262,140142.262
Denso India Ltd.,SI000352,17-04-2015,DIRECT INVOICE,INR,CU1.22MCFINEPT-90,CU1.22MCFINEPT-90,KG,83.605,484.920,40541.737,7348.000,0.000,47889.737,47889.737
Denso India Ltd.,SI000353,17-04-2015,DIRECT INVOICE,INR,CU1.9MPMEDPT-180,CU1.9MPMEDPT-180,KG,668.320,456.920,305368.774,55348.000,0.000,360716.774,360716.774
Denso India Ltd.,SI000367,18-04-2015,DIRECT INVOICE,INR,CU0.6MPFINEPT-90,CU0.6MPFINEPT-90,KG,84.630,453.920,38415.250,6963.000,0.000,45378.250,45378.250
Denso India Ltd.,SI000368,18-04-2015,DIRECT INVOICE,INR,CU0.7MPMEDPT-90,CU0.7MPMEDPT-90,KG,386.210,453.920,175308.443,31775.000,0.000,207083.443,207083.443
Denso India Ltd.,SI000369,18-04-2015,DIRECT INVOICE,INR,CU0.78DCFINEPT-90,CU0.78DCFINEPT-90,KG,81.380,464.920,37835.190,6858.000,0.000,44693.190,44693.190
Denso India Ltd.,SI000370,18-04-2015,DIRECT INVOICE,INR,CU0.83DCFINEPT-90,CU0.83DCFINEPT-90,KG,754.500,464.920,350782.140,63579.000,0.000,414361.140,414361.140
Denso India Ltd.,SI000371,18-04-2015,DIRECT INVOICE,INR,CU0.85DCMEDPT-90,CU0.85DCMEDPT-90,KG,421.725,464.920,196068.387,35538.000,0.000,231606.387,231606.387
Denso India Ltd.,SI000372,18-04-2015,DIRECT INVOICE,INR,CU0.9MPFINEPT-90,CU0.9MPFINEPT-90,KG,653.730,453.920,296741.122,53784.000,0.000,350525.122,350525.122
Denso India Ltd.,SI000373,18-04-2015,DIRECT INVOICE,INR,CU0.9DCMEDPT-90,CU0.9DCMEDPT-90,KG,743.950,463.920,345133.284,62556.000,0.000,407689.284,407689.284
Denso India Ltd.,SI000374,18-04-2015,DIRECT INVOICE,INR,CU1DCFINEPT90,CU1DCFINEPT90,KG,459.175,462.920,212561.291,38526.000,0.000,251087.291,251087.291
Denso India Ltd.,SI000375,18-04-2015,DIRECT INVOICE,INR,CU1.05DCMEDPT-90,CU1.05DCMEDPT-90,KG,250.700,463.920,116304.744,21080.000,0.000,137384.744,137384.744
Denso India Ltd.,SI000376,18-04-2015,DIRECT INVOICE,INR,CU1.22MCFINEPT-90,CU1.22MCFINEPT-90,KG,83.005,484.920,40250.785,7295.000,0.000,47545.785,47545.785
Denso India Ltd.,SI000390,20-04-2015,DIRECT INVOICE,INR,CU0.6MPFINEPT-90,CU0.6MPFINEPT-90,KG,212.960,453.920,96666.803,17520.000,0.000,114186.803,114186.803
Denso India Ltd.,SI000391,20-04-2015,DIRECT INVOICE,INR,CU0.8DCFINEPT-90,CU0.8DCFINEPT-90,KG,253.150,464.920,117694.498,21332.000,0.000,139026.498,139026.498
Denso India Ltd.,SI000392,20-04-2015,DIRECT INVOICE,INR,CU0.85DCMEDPT-90,CU0.85DCMEDPT-90,KG,253.015,464.920,117631.734,21320.000,0.000,138951.734,138951.734
Denso India Ltd.,SI000393,20-04-2015,DIRECT INVOICE,INR,CU1DCFINEPT90,CU1DCFINEPT90,KG,490.830,462.920,227215.024,41183.000,0.000,268398.024,268398.024
Denso India Ltd.,SI000394,20-04-2015,DIRECT INVOICE,INR,CU1.05DCMEDPT-90,CU1.05DCMEDPT-90,KG,314.305,463.920,145812.376,26429.000,0.000,172241.376,172241.376
Denso India Ltd.,SI000395,20-04-2015,DIRECT INVOICE,INR,CU1.15DCFINEPT-180,CU1.15DCFINEPT-180,KG,356.540,463.920,165406.037,29980.000,0.000,195386.037,195386.037
Denso India Ltd.,SI000396,20-04-2015,DIRECT INVOICE,INR,CU1.9MPMEDPT-180,CU1.9MPMEDPT-180,KG,312.360,456.920,142723.531,25869.000,0.000,168592.531,168592.531
Denso India Ltd.,SI000412,21-04-2015,DIRECT INVOICE,INR,CU0.6MPFINEPT-90,CU0.6MPFINEPT-90,KG,81.000,453.920,36767.520,6665.000,0.000,43432.520,43432.520
Denso India Ltd.,SI000413,21-04-2015,DIRECT INVOICE,INR,CU0.8DCFINEPT-90,CU0.8DCFINEPT-90,KG,334.000,464.920,155283.280,28145.000,0.000,183428.280,183428.280
Denso India Ltd.,SI000414,21-04-2015,DIRECT INVOICE,INR,CU0.83DCFINEPT-90,CU0.83DCFINEPT-90,KG,384.000,464.920,178529.280,32358.000,0.000,210887.280,210887.280
Denso India Ltd.,SI000415,21-04-2015,DIRECT INVOICE,INR,CU0.85DCMEDPT-90,CU0.85DCMEDPT-90,KG,400.000,464.920,185968.000,33707.000,0.000,219675.000,219675.000
Denso India Ltd.,SI000416,21-04-2015,DIRECT INVOICE,INR,CU0.9DCMEDPT-90,CU0.9DCMEDPT-90,KG,255.000,463.920,118299.600,21441.000,0.000,139740.600,139740.600
Denso India Ltd.,SI000417,21-04-2015,DIRECT INVOICE,INR,CU1DCFINEPT90,CU1DCFINEPT90,KG,501.000,462.920,231922.920,42036.000,0.000,273958.920,273958.920
Denso India Ltd.,SI000418,21-04-2015,DIRECT INVOICE,INR,CU1.05DCMEDPT-90,CU1.05DCMEDPT-90,KG,258.000,463.920,119691.360,21694.000,0.000,141385.360,141385.360
Denso India Ltd.,SI000430,22-04-2015,DIRECT INVOICE,INR,CU0.6MPFINEPT-90,CU0.6MPFINEPT-90,KG,80.000,453.920,36313.600,6582.000,0.000,42895.600,42895.600
Denso India Ltd.,SI000431,22-04-2015,DIRECT INVOICE,INR,CU0.8DCFINEPT-90,CU0.8DCFINEPT-90,KG,338.000,464.920,157142.960,28482.000,0.000,185624.960,185624.960
Denso India Ltd.,SI000432,22-04-2015,DIRECT INVOICE,INR,CU0.83DCFINEPT-90,CU0.83DCFINEPT-90,KG,483.000,464.920,224556.360,40701.000,0.000,265257.360,265257.360
Denso India Ltd.,SI000433,22-04-2015,DIRECT INVOICE,INR,CU0.85DCMEDPT-90,CU0.85DCMEDPT-90,KG,329.000,464.920,152958.680,27724.000,0.000,180682.680,180682.680
Denso India Ltd.,SI000434,22-04-2015,DIRECT INVOICE,INR,CU0.9DCMEDPT-90,CU0.9DCMEDPT-90,KG,929.000,463.920,430981.680,78116.000,0.000,509097.680,509097.680
Denso India Ltd.,SI000435,22-04-2015,DIRECT INVOICE,INR,CU1DCFINEPT90,CU1DCFINEPT90,KG,502.000,462.920,232385.840,42119.000,0.000,274504.840,274504.840
Denso India Ltd.,SI000436,22-04-2015,DIRECT INVOICE,INR,CU1.05DCMEDPT-90,CU1.05DCMEDPT-90,KG,170.000,463.920,78866.400,14294.000,0.000,93160.400,93160.400
Denso India Ltd.,SI000453,23-04-2015,DIRECT INVOICE,INR,CU0.6MPFINEPT-90,CU0.6MPFINEPT-90,KG,81.000,453.920,36767.520,6665.000,0.000,43432.520,43432.520
Denso India Ltd.,SI000454,23-04-2015,DIRECT INVOICE,INR,CU0.7MPMEDPT-90,CU0.7MPMEDPT-90,KG,390.000,453.920,177028.800,32087.000,0.000,209115.800,209115.800
Denso India Ltd.,SI000455,23-04-2015,DIRECT INVOICE,INR,CU0.8DCFINEPT-90,CU0.8DCFINEPT-90,KG,423.000,464.920,196661.160,35645.000,0.000,232306.160,232306.160
Denso India Ltd.,SI000456,23-04-2015,DIRECT INVOICE,INR,CU0.83DCFINEPT-90,CU0.83DCFINEPT-90,KG,683.000,464.920,317540.360,57554.000,0.000,375094.360,375094.360
Denso India Ltd.,SI000457,23-04-2015,DIRECT INVOICE,INR,CU0.85DCMEDPT-90,CU0.85DCMEDPT-90,KG,503.000,464.920,233854.760,42386.000,0.000,276240.760,276240.760
Denso India Ltd.,SI000458,23-04-2015,DIRECT INVOICE,INR,CU0.9MPFINEPT-90,CU0.9MPFINEPT-90,KG,78.000,453.920,35405.760,6417.000,0.000,41822.760,41822.760
Denso India Ltd.,SI000459,23-04-2015,DIRECT INVOICE,INR,CU0.9DCMEDPT-90,CU0.9DCMEDPT-90,KG,939.000,463.920,435620.880,78957.000,0.000,514577.880,514577.880
Denso India Ltd.,SI000460,23-04-2015,DIRECT INVOICE,INR,CU1DCFINEPT90,CU1DCFINEPT90,KG,957.000,462.920,443014.440,80297.000,0.000,523311.440,523311.440
Denso India Ltd.,SI000461,23-04-2015,DIRECT INVOICE,INR,CU1.22MCFINEPT-90,CU1.22MCFINEPT-90,KG,84.000,484.920,40733.280,7383.000,0.000,48116.280,48116.280
Denso India Ltd.,SI000462,23-04-2015,DIRECT INVOICE,INR,CU1.3MCFINEPT-180,CU1.3MCFINEPT-180,KG,182.000,484.920,88255.440,15996.000,0.000,104251.440,104251.440
Denso India Ltd.,SI000463,23-04-2015,DIRECT INVOICE,INR,CU1.9MPMEDPT-180,CU1.9MPMEDPT-180,KG,487.000,456.920,222520.040,40331.000,0.000,262851.040,262851.040
Denso India Ltd.,SI000472,24-04-2015,DIRECT INVOICE,INR,CU0.6MPFINEPT-90,CU0.6MPFINEPT-90,KG,78.000,453.920,35405.760,6417.000,0.000,41822.760,41822.760
Denso India Ltd.,SI000473,24-04-2015,DIRECT INVOICE,INR,CU0.7MPMEDPT-90,CU0.7MPMEDPT-90,KG,393.000,453.920,178390.560,32334.000,0.000,210724.560,210724.560
Denso India Ltd.,SI000474,24-04-2015,DIRECT INVOICE,INR,CU0.8DCFINEPT-90,CU0.8DCFINEPT-90,KG,337.000,464.920,156678.040,28399.000,0.000,185077.040,185077.040
Denso India Ltd.,SI000475,24-04-2015,DIRECT INVOICE,INR,CU0.83DCFINEPT-90,CU0.83DCFINEPT-90,KG,489.000,464.920,227345.880,41207.000,0.000,268552.880,268552.880
Denso India Ltd.,SI000476,24-04-2015,DIRECT INVOICE,INR,CU0.85DCMEDPT-90,CU0.85DCMEDPT-90,KG,332.000,464.920,154353.440,27976.000,0.000,182329.440,182329.440
Denso India Ltd.,SI000477,24-04-2015,DIRECT INVOICE,INR,CU0.9MPFINEPT-90,CU0.9MPFINEPT-90,KG,246.000,453.920,111664.320,20239.000,0.000,131903.320,131903.320
Denso India Ltd.,SI000478,24-04-2015,DIRECT INVOICE,INR,CU0.9DCMEDPT-90,CU0.9DCMEDPT-90,KG,856.000,463.920,397115.520,71977.000,0.000,469092.520,469092.520
Denso India Ltd.,SI000479,24-04-2015,DIRECT INVOICE,INR,CU1DCFINEPT90,CU1DCFINEPT90,KG,501.000,462.920,231922.920,42036.000,0.000,273958.920,273958.920
Denso India Ltd.,SI000480,24-04-2015,DIRECT INVOICE,INR,CU1.05DCMEDPT-90,CU1.05DCMEDPT-90,KG,491.000,463.920,227784.720,41286.000,0.000,269070.720,269070.720
Denso India Ltd.,SI000481,24-04-2015,DIRECT INVOICE,INR,CU1.15DCFINEPT-180,CU1.15DCFINEPT-180,KG,165.000,463.920,76546.800,13874.000,0.000,90420.800,90420.800
Denso India Ltd.,SI000482,24-04-2015,DIRECT INVOICE,INR,CU1.22MCFINEPT-90,CU1.22MCFINEPT-90,KG,83.000,484.920,40248.360,7295.000,0.000,47543.360,47543.360
Denso India Ltd.,SI000483,24-04-2015,DIRECT INVOICE,INR,CU1.3MCFINEPT-180,CU1.3MCFINEPT-180,KG,182.000,484.920,88255.440,15996.000,0.000,104251.440,104251.440
Denso India Ltd.,SI000484,24-04-2015,DIRECT INVOICE,INR,CU1.9MPMEDPT-180,CU1.9MPMEDPT-180,KG,362.000,456.920,165405.040,29980.000,0.000,195385.040,195385.040
Denso India Ltd.,SI000495,24-04-2015,DIRECT INVOICE,INR,CU0.78DCFINEPT-90,CU0.78DCFINEPT-90,KG,78.000,464.920,36263.760,6573.000,0.000,42836.760,42836.760
Denso India Ltd.,SI000496,24-04-2015,DIRECT INVOICE,INR,CU0.83DCFINEPT-90,CU0.83DCFINEPT-90,KG,1266.000,464.920,588588.720,106683.000,0.000,695271.720,695271.720
Denso India Ltd.,SI000497,24-04-2015,DIRECT INVOICE,INR,CU0.9MPFINEPT-90,CU0.9MPFINEPT-90,KG,328.000,453.920,148885.760,26986.000,0.000,175871.760,175871.760
Denso India Ltd.,SI000498,24-04-2015,DIRECT INVOICE,INR,CU0.9DCMEDPT-90,CU0.9DCMEDPT-90,KG,554.000,463.920,257011.680,46583.000,0.000,303594.680,303594.680
Denso India Ltd.,SI000499,24-04-2015,DIRECT INVOICE,INR,CU1.05DCMEDPT-90,CU1.05DCMEDPT-90,KG,254.000,463.920,117835.680,21358.000,0.000,139193.680,139193.680
Denso India Ltd.,SI000515,27-04-2015,DIRECT INVOICE,INR,CU0.7MPMEDPT-90,CU0.7MPMEDPT-90,KG,313.000,453.920,142076.960,25751.000,0.000,167827.960,167827.960
Denso India Ltd.,SI000516,27-04-2015,DIRECT INVOICE,INR,CU0.8DCFINEPT-90,CU0.8DCFINEPT-90,KG,254.000,464.920,118089.680,21404.000,0.000,139493.680,139493.680
Denso India Ltd.,SI000517,27-04-2015,DIRECT INVOICE,INR,CU0.85DCMEDPT-90,CU0.85DCMEDPT-90,KG,183.000,464.920,85080.360,15421.000,0.000,100501.360,100501.360
Denso India Ltd.,SI000518,27-04-2015,DIRECT INVOICE,INR,CU1DCFINEPT90,CU1DCFINEPT90,KG,507.000,462.920,234700.440,42540.000,0.000,277240.440,277240.440
Denso India Ltd.,SI000519,27-04-2015,DIRECT INVOICE,INR,CU1.05DCMEDPT-90,CU1.05DCMEDPT-90,KG,427.000,463.920,198093.840,35905.000,0.000,233998.840,233998.840
Denso India Ltd.,SI000520,27-04-2015,DIRECT INVOICE,INR,CU1.15DCFINEPT-180,CU1.15DCFINEPT-180,KG,294.000,463.920,136392.480,24721.000,0.000,161113.480,161113.480
Denso India Ltd.,SI000521,27-04-2015,DIRECT INVOICE,INR,CU1.22MCFINEPT-90,CU1.22MCFINEPT-90,KG,210.000,484.920,101833.200,18457.000,0.000,120290.200,120290.200
Denso India Ltd.,SI000522,27-04-2015,DIRECT INVOICE,INR,CU1.9MPMEDPT-180,CU1.9MPMEDPT-180,KG,349.000,456.920,159465.080,28903.000,0.000,188368.080,188368.080
Denso India Ltd.,SI000540,28-04-2015,DIRECT INVOICE,INR,CU0.6MPFINEPT-90,CU0.6MPFINEPT-90,KG,81.000,453.920,36767.520,6665.000,0.000,43432.520,43432.520
Denso India Ltd.,SI000541,28-04-2015,DIRECT INVOICE,INR,CU0.7MPMEDPT-90,CU0.7MPMEDPT-90,KG,314.000,453.920,142530.880,25833.000,0.000,168363.880,168363.880
Denso India Ltd.,SI000542,28-04-2015,DIRECT INVOICE,INR,CU0.78DCFINEPT-90,CU0.78DCFINEPT-90,KG,82.000,464.920,38123.440,6910.000,0.000,45033.440,45033.440
Denso India Ltd.,SI000543,28-04-2015,DIRECT INVOICE,INR,CU0.8DCFINEPT-90,CU0.8DCFINEPT-90,KG,421.000,464.920,195731.320,35476.000,0.000,231207.320,231207.320
Denso India Ltd.,SI000544,28-04-2015,DIRECT INVOICE,INR,CU0.83DCFINEPT-90,CU0.83DCFINEPT-90,KG,588.000,464.920,273372.960,49549.000,0.000,322921.960,322921.960
